merged_spelling,ipa,langid
{jpn}いじんしゅかん,i ʑ ĩ ɰ̃ ɕ ɨᵝ k ã̠ ɴ,0
{jpn}いすず,i s ɨᵝ z ɨᵝ,0
{jpn}いすゞ,i s ɨᵝ z ɨᵝ,0
{jpn}いずこ,i z ɨᵝ k o̞,0
{jpn}いずのくに,i z ɨᵝ n o̞ k ɯ̟ᵝ ɲ̟ i,0
{jpn}いずみ,i z ɨᵝ mʲ i,0
{jpn}いずれ,i z ɨᵝ ɾ e̞,0
{jpn}いせい,i s e̞ː,0
{jpn}いせいしゃ,i s e̞ː ɕ a̠,0
{jpn}いせえび,i s e̞ e̞ bʲ i,0
{jpn}いせつ,i s e̞ t͡s ɨᵝ,0
{jpn}いせん,i s ẽ̞ ɴ,0
{jpn}いぜん,i z ẽ̞ ɴ,0
{jpn}いぜんけい,i z ẽ̞ ŋ k e̞ː,0
{jpn}いそ,i s o̞,0
{jpn}いそうきかがく,i s o̞ː kʲ i̥ k a̠ ɡ a̠ k ɯ̟ᵝ,0
{jpn}いそがしい,i s o̞ ɡ a̠ ɕ iː,0
{jpn}いそく,i s o̞ k ɯ̟ᵝ,0
{jpn}いそしむ,i s o̞ ɕ i m ɯ̟ᵝ,0
{jpn}いた,i t a̠,0
{jpn}いたくさんか,i t a̠ k ɯ̟ᵝ s ã̠ ŋ k a̠,0
{jpn}いたしゃ,i t a̠ ɕ a̠,0
{jpn}いただきます,i t a̠ d a̠ kʲ i m a̠ s ɨ̥ᵝ,0
{jpn}いただく,i t a̠ d a̠ k ɯ̟ᵝ,0
{jpn}いたって,i t a̠ t̚ t e̞,0
{jpn}いたで,i t a̠ d e̞,0
{jpn}いたにつく,i t a̠ ɲ̟ i t͡s ɨᵝ k ɯ̟ᵝ,0
{jpn}いたむ,i t a̠ m ɯ̟ᵝ,0
{jpn}いたわる,i t a̠ ɰᵝ a̠ ɾ ɯ̟ᵝ,0
{jpn}いたん,i t ã̠ ɴ,0
{jpn}いだい,i d a̠ i,0
{jpn}いだてん,i d a̠ t ẽ̞ ɴ,0
{jpn}いだてんばしり,i d a̠ t ẽ̞ m b a̠ ɕ i ɾʲ i,0
{jpn}いち,i t͡ɕ i,0
{jpn}いちい,i t͡ɕ i i,0
{jpn}いちいち,i t͡ɕ iː t͡ɕ i,0
{jpn}いちか,i t͡ɕ i k a̠,0
{jpn}いちかばちか,i t͡ɕ i k a̠ b a̠ t͡ɕ i k a̠,0
{jpn}いちころ,i t͡ɕ i k o̞ ɾ o̞,0
{jpn}いちご,i t͡ɕ i ɡ o̞,0
{jpn}いちごん,i t͡ɕ i ɡ õ̞ ɴ,0
{jpn}いちごんほうおん,i t͡ɕ i ɡ õ̞ ɰ̃ h o̞ː õ̞ ɴ,0
{jpn}いちじく,i t͡ɕ i ʑ i k ɯ̟ᵝ,0
{jpn}いちじくか,i t͡ɕ i ʑ i k ɯ̟ᵝ k a̠,0
{jpn}いちじていし,i t͡ɕ i ʑ i t e̞ː ɕ i,0
{jpn}いちだん,i t͡ɕ i d ã̠ ɴ,0
{jpn}いちど,i t͡ɕ i d o̞,0
{jpn}いちにちもはやい,i t͡ɕ i ɲ̟ i t͡ɕ i m o̞ h a̠ j a̠ i,0
{jpn}いちにんまえ,i t͡ɕ i ɲ̟ ĩ mː a̠ e̞,0
{jpn}いちねん,i t͡ɕ i n ẽ̞ ɴ,0
{jpn}いちねんせい,i t͡ɕ i n ẽ̞ ɰ̃ s e̞ː,0
{jpn}いちはやく,i t͡ɕ i h a̠ j a̠ k ɯ̟ᵝ,0
{jpn}いちばん,i t͡ɕ i b ã̠ ɴ,0
{jpn}いちぶ,i t͡ɕ i b ɯ̟ᵝ,0
{jpn}いちまつもよう,i t͡ɕ i m a̠ t͡s ɨᵝ m o̞ j o̞ː,0
{jpn}いちもん,i t͡ɕ i m õ̞ ɴ,0
{jpn}いちゃいちゃ,i t͡ɕ a̠ i t͡ɕ a̠,0
{jpn}いちや,i t͡ɕ i j a̠,0
{jpn}いちやく,i t͡ɕ i j a̠ k ɯ̟ᵝ,0
{jpn}いちようぶんぷ,i t͡ɕ i j o̞ː b ɯ̟̃ᵝ m p ɯ̟ᵝ,0
{jpn}いちらん,i t͡ɕ i ɾ ã̠ ɴ,0
{jpn}いっかく,i k̚ k a̠ k ɯ̟ᵝ,0
{jpn}いっかつばらい,i k̚ k a̠ t͡s ɨᵝ b a̠ ɾ a̠ i,0
{jpn}いっきょいちどう,i k̚ʲ kʲ o̞ i t͡ɕ i d o̞ː,0
{jpn}いっけん,i k̚ k ẽ̞ ɴ,0
{jpn}いっこ,i k̚ k o̞,0
{jpn}いっさい,i sː a̠ i,0
{jpn}いっさいがっさい,i sː a̠ i ɡ a̠ sː a̠ i,0
{jpn}いっさくさくじつ,i sː a̠ k ɯ̟ᵝ s a̠ k ɯ̟ᵝ ʑ i t͡s ɨᵝ,0
{jpn}いっさんかたんそ,i sː ã̠ ŋ k a̠ t ã̠ ɰ̃ s o̞,0
{jpn}いっさんかちっそ,i sː ã̠ ŋ k a̠ t͡ɕ i sː o̞,0
{jpn}いっし,i ɕː i,0
{jpn}いっしゅう,i ɕː ɯ̟ᵝː,0
{jpn}いっしょ,i ɕː o̞,0
{jpn}いっしょく,i ɕː o̞ k ɯ̟ᵝ,0
{jpn}いっしんどうたい,i ɕː ĩ n d o̞ː t a̠ i,0
{jpn}いっする,i sː ɯ̟ᵝ ɾ ɯ̟ᵝ,0
{jpn}いっすんぼうし,i sː ɯ̟̃ᵝ m b o̞ː ɕ i,0
{jpn}いっせい,i sː e̞ː,0
{jpn}いっせきにちょう,i sː e̞ kʲ i ɲ̟ i t͡ɕ o̞ː,0
{jpn}いったい,i t̚ t a̠ i,0
{jpn}いったいぜんたい,i t̚ t a̠ i z ẽ̞ n t a̠ i,0
{jpn}いったりきたり,i t̚ t a̠ ɾʲ i kʲ i t a̠ ɾʲ i,0
{jpn}いってきます,i t̚ t e̞ kʲ i m a̠ s ɨᵝ,0
{jpn}いってまいります,i t̚ t e̞ m a̠ i ɾʲ i m a̠ s ɨᵝ,0
{jpn}いってよし,i t̚ t e̞ j o̞ ɕ i,0
{jpn}いっとう,i t̚ t o̞ː,0
{jpn}いっぱい,i p̚ p a̠ i,0
{jpn}いっぱつどり,i p̚ p a̠ t͡s ɨᵝ d o̞ ɾʲ i,0
{jpn}いっぱんじん,i p̚ p ã̠ ɲ̟ d͡ʑ ĩ ɴ,0
{jpn}いっぱんそうたいせいりろん,i p̚ p ã̠ ɰ̃ s o̞ː t a̠ i s e̞ː ɾʲ i ɾ õ̞ ɴ,0
{jpn}いっぴょう,i p̚ʲ pʲ o̞ː,0
{jpn}いっぷたさいせい,i p̚ p ɯ̟ᵝ t a̠ s a̠ i s e̞ː,0
{jpn}いっぺん,i p̚ p ẽ̞ ɴ,0
{jpn}いっぽうつうこう,i p̚ p o̞ː t͡s ɨᵝː k o̞ː,0
{jpn}いっぽん,i p̚ p õ̞ ɴ,0
{jpn}いっぽんみち,i p̚ p õ̞ mʲː i t͡ɕ i,0
{jpn}いつ,i t͡s ɨᵝ,0
{jpn}いつか,i t͡s ɨᵝ k a̠,0
{jpn}いつき,i t͡s ɨᵝ kʲ i,0
{jpn}いつくしみ,i t͡s ɨᵝ k ɯ̟ᵝ ɕ i mʲ i,0
{jpn}いつしか,i t͡s ɨᵝ ɕ i k a̠,0
{jpn}いつも,i t͡s ɨᵝ m o̞,0
{jpn}いつわり,i t͡s ɨᵝ ɰᵝ a̠ ɾʲ i,0
{jpn}いつわる,i t͡s ɨᵝ ɰᵝ a̠ ɾ ɯ̟ᵝ,0
{jpn}いてざ,i t e̞ z a̠,0
{jpn}いてつく,i t e̞ t͡s ɨᵝ k ɯ̟ᵝ,0
{jpn}いてん,i t ẽ̞ ɴ,0
{jpn}いと,i t o̞,0
{jpn}いとい,i t o̞ i,0
{jpn}いとおしい,i t o̞ː ɕ i i,0
{jpn}いとこ,i t o̞ k o̞,0
{jpn}いとしい,i t o̞ ɕ i i,0
{jpn}いとなむ,i t o̞ n a̠ m ɯ̟ᵝ,0
{jpn}いなか,i n a̠ k a̠,0
{jpn}いなくなる,i n a̠ k ɯ̟ᵝ n a̠ ɾ ɯ̟ᵝ,0
{jpn}いなご,i n a̠ ɡ o̞,0
{jpn}いなせ,i n a̠ s e̞,0
{jpn}いななく,i n a̠ n a̠ k ɯ̟ᵝ,0
{jpn}いなほ,i n a̠ h o̞,0
{jpn}いなむ,i n a̠ m ɯ̟ᵝ,0
{jpn}いぬ,i n ɯ̟ᵝ,0
{jpn}いぬか,i n ɯ̟ᵝ k a̠,0
{jpn}いぬつげ,i n ɯ̟ᵝ t͡s ɨᵝ ɡ e̞,0
{jpn}いぬのとおぼえ,i n ɯ̟ᵝ n o̞ t o̞ː b o̞ e̞,0
{jpn}いね,i n e̞,0
{jpn}いのしし,i n o̞ ɕ i ɕ i,0
{jpn}いのち,i n o̞ t͡ɕ i,0
{jpn}いのなかのかわずたいかいをしらず,i n o̞ n a̠ k a̠ n o̞ k a̠ ɰᵝ a̠ z ɨᵝ t a̠ i k a̠ i o̞ ɕ i ɾ a̠ z ɨᵝ,0
{jpn}いのり,i n o̞ ɾʲ i,0
{jpn}いのる,i n o̞ ɾ ɯ̟ᵝ,0
{jpn}いはん,i h ã̠ ɴ,0
{jpn}いば,i b a̠,0
{jpn}いばら,i b a̠ ɾ a̠,0
{jpn}いばらきけん,i b a̠ ɾ a̠ kʲ i k ẽ̞ ɴ,0
{jpn}いばらきべん,i b a̠ ɾ a̠ kʲ i b ẽ̞ ɴ,0
{jpn}いばる,i b a̠ ɾ ɯ̟ᵝ,0
{jpn}いびく,i bʲ i k ɯ̟ᵝ,0
{jpn}いびつ,i bʲ i t͡s ɨᵝ,0
{jpn}いふく,i ɸ ɯ̟̊ᵝ k ɯ̟ᵝ,0
{jpn}いぶかしい,i b ɯ̟ᵝ k a̠ ɕ i i,0
{jpn}いぶかる,i b ɯ̟ᵝ k a̠ ɾ ɯ̟ᵝ,0
{jpn}いぼ,i b o̞,0
{jpn}いぼじ,i b o̞ ʑ i,0
{jpn}いま,i m a̠,0
{jpn}いまかれ,i m a̠ k a̠ ɾ e̞,0
{jpn}いまきたさんぎょう,i m a̠ kʲ i t a̠ s ã̠ ŋʲ ɡʲ o̞ː,0
{jpn}いまさら,i m a̠ s a̠ ɾ a̠,0
{jpn}いまだに,i m a̠ d a̠ ɲ̟ i,0
{jpn}いまどき,i m a̠ d o̞ kʲ i,0
{jpn}いまひとつ,i m a̠ ç i t o̞ t͡s ɨᵝ,0
{jpn}いまや,i m a̠ j a̠,0
{jpn}いまわしい,i m a̠ ɰᵝ a̠ ɕ iː,0
{jpn}いみ,i mʲ i,0
{jpn}いむ,i m ɯ̟ᵝ,0
{jpn}いも,i m o̞,0
{jpn}いもうとぶん,i m o̞ː t o̞ b ɯ̟̃ᵝ ɴ,0
{jpn}いもり,i m o̞ ɾʲ i,0
{jpn}いや,i j a̠,0
{jpn}いやがる,i j a̠ ɡ a̠ ɾ ɯ̟ᵝ,0
{jpn}いやしい,i j a̠ ɕ i i,0
{jpn}いやす,i j a̠ s ɨᵝ,0
{jpn}いやらしい,i j a̠ ɾ a̠ ɕ iː,0
{jpn}いよいよ,i j o̞ i j o̞,0
{jpn}いらい,i ɾ a̠ i,0
{jpn}いらっしゃい,i ɾ a̠ ɕː a̠ i,0
{jpn}いらっしゃる,i ɾ a̠ ɕː a̠ ɾ ɯ̟ᵝ,0
{jpn}いらつこ,i ɾ a̠ t͡s ɨᵝ k o̞,0
{jpn}いりえわに,i ɾʲ i e̞ ɰᵝ a̠ ɲ̟ i,0
{jpn}いりこむ,i ɾʲ i k o̞ m ɯ̟ᵝ,0
{jpn}いりょう,i ɾʲ o̞ː,0
{jpn}いりょく,i ɾʲ o̞ k ɯ̟ᵝ,0
{jpn}いるか,i ɾ ɯ̟ᵝ k a̠,0
{jpn}いるす,i ɾ ɯ̟ᵝ s ɨᵝ,0
{jpn}いれかわる,i ɾ e̞ k a̠ ɰᵝ a̠ ɾ ɯ̟ᵝ,0
{jpn}いれこ,i ɾ e̞ k o̞,0
{jpn}いれずみ,i ɾ e̞ z ɨᵝ mʲ i,0
{jpn}いれもの,i ɾ e̞ m o̞ n o̞,0
{jpn}いれる,i ɾ e̞ ɾ ɯ̟ᵝ,0
{jpn}いろ,i ɾ o̞,0
{jpn}いろあざやか,i ɾ o̞ a̠ z a̠ j a̠ k a̠,0
{jpn}いろあせる,i ɾ o̞ a̠ s e̞ ɾ ɯ̟ᵝ,0
{jpn}いろいろ,i ɾ o̞ i ɾ o̞,0
{jpn}いろけ,i ɾ o̞ k e̞,0
{jpn}いろざと,i ɾ o̞ z a̠ t o̞,0
{jpn}いろじかけ,i ɾ o̞ ʑ i k a̠ k e̞,0
{jpn}いろづけ,i ɾ o̞ z ɨᵝ k e̞,0
{jpn}いろり,i ɾ o̞ ɾʲ i,0
{jpn}いわ,i ɰᵝ a̠,0
{jpn}いわい,i ɰᵝ a̠ i,0
{jpn}いわお,i ɰᵝ a̠ o̞,0
{jpn}いわく,i ɰᵝ a̠ k ɯ̟ᵝ,0
{jpn}いわくつき,i ɰᵝ a̠ k ɯ̟ᵝ t͡s ɨᵝ kʲ i,0
{jpn}いわし,i ɰᵝ a̠ ɕ i,0
{jpn}いわしくじら,i ɰᵝ a̠ ɕ i̥ k ɯ̟ᵝ ʑ i ɾ a̠,0
{jpn}いわてけん,i ɰᵝ a̠ t e̞ k ẽ̞ ɴ,0
{jpn}いわのぼり,i ɰᵝ a̠ n o̞ b o̞ ɾʲ i,0
{jpn}いわほり,i ɰᵝ a̠ h o̞ ɾʲ i,0
{jpn}いわゆる,i ɰᵝ a̠ j ɯ̟ᵝ ɾ ɯ̟ᵝ,0
{jpn}いん,ĩ ɴ,0
{jpn}いんがし,ĩ ŋ ɡ a̠ ɕ i,0
{jpn}いんきょくせんかん,ĩ ŋʲ kʲ o̞ k ɯ̟̊ᵝ s ẽ̞ ŋ k ã̠ ɴ,0
{jpn}いんぎんぶれい,ĩ ŋʲ ɡʲ ĩ m b ɯ̟ᵝ ɾ e̞ː,0
{jpn}いんけい,ĩ ŋ k e̞ː,0
{jpn}いんげんまめ,ĩ ŋ ɡ ẽ̞ mː a̠ m e̞,0
{jpn}いんさつき,ĩ ɰ̃ s a̠ t͡s ɨᵝ kʲ i,0
{jpn}いんじゃ,ĩ ɲ̟ d͡ʑ a̠,0
{jpn}いんせい,ĩ ɰ̃ s e̞ː,0
{jpn}いんちき,ĩ ɲ̟ t͡ɕ i kʲ i,0
{jpn}いんとうおん,ĩ n t o̞ː õ̞ ɴ,0
{jpn}いんぶ,ĩ m b ɯ̟ᵝ,0
{jpn}いんぼうろんしゃ,ĩ m b o̞ː ɾ õ̞ ɰ̃ ɕ a̠,0
{jpn}いんも,ĩ mː o̞,0
{jpn}いんようすい,ĩ ɰ̃ j o̞ː s ɨᵝ i,0
{jpn}いんらん,ĩ n ɾ ã̠ ɴ,0
{jpn}いんれき,ĩ n ɾ e̞ kʲ i,0
{jpn}いんれつ,ĩ n ɾ e̞ t͡s ɨᵝ,0
{jpn}うい,ɯ̟ᵝ i,0
{jpn}ういういしい,ɯ̟ᵝ i ɯ̟ᵝ i ɕ iː,0
{jpn}うぇ,ɰᵝ e̞,0
{jpn}うえ,ɯ̟ᵝ e̞,0
{jpn}うえき,ɯ̟ᵝ e̞ kʲ i,0
{jpn}うえきばち,ɯ̟ᵝ e̞ kʲ i b a̠ t͡ɕ i,0
{jpn}うえさま,ɯ̟ᵝ e̞ s a̠ m a̠,0
{jpn}うえちち,ɯ̟ᵝ e̞ t͡ɕ i t͡ɕ i,0
{jpn}うぉ,ɰᵝ o̞,0
{jpn}うおざ,ɯ̟ᵝ o̞ z a̠,0
{jpn}うか,ɯ̟ᵝ k a̠,0
{jpn}うかうか,ɯ̟ᵝ k a̠ ɯ̟ᵝ k a̠,0
{jpn}うかがう,ɯ̟ᵝ k a̠ ɡ a̠ ɯ̟ᵝ,0
{jpn}うかつ,ɯ̟ᵝ k a̠ t͡s ɨᵝ,0
{jpn}うかぶ,ɯ̟ᵝ k a̠ b ɯ̟ᵝ,0
{jpn}うかべる,ɯ̟ᵝ k a̠ b e̞ ɾ ɯ̟ᵝ,0
{jpn}うがつ,ɯ̟ᵝ ɡ a̠ t͡s ɨᵝ,0
{jpn}うき,ɯ̟ᵝ kʲ i,0
{jpn}うきうき,ɯ̟ᵝ kʲ i ɯ̟ᵝ kʲ i,0
{jpn}うきすどり,ɯ̟ᵝ kʲ i s ɨᵝ d o̞ ɾʲ i,0
{jpn}うきわ,ɯ̟ᵝ kʲ i ɰᵝ a̠,0
{jpn}うぐいす,ɯ̟ᵝ ɡ ɯ̟ᵝ i s ɨᵝ,0
{jpn}うけ,ɯ̟ᵝ k e̞,0
{jpn}うけいれる,ɯ̟ᵝ k e̞ː ɾ e̞ ɾ ɯ̟ᵝ,0
{jpn}うけたまわる,ɯ̟ᵝ k e̞ t a̠ m a̠ ɰᵝ a̠ ɾ ɯ̟ᵝ,0
{jpn}うけつける,ɯ̟ᵝ k e̞ t͡s ɨᵝ k e̞ ɾ ɯ̟ᵝ,0
{jpn}うけとる,ɯ̟ᵝ k e̞ t o̞ ɾ ɯ̟ᵝ,0
{jpn}うけもつ,ɯ̟ᵝ k e̞ m o̞ t͡s ɨᵝ,0
{jpn}うける,ɯ̟ᵝ k e̞ ɾ ɯ̟ᵝ,0
{jpn}うげつ,ɯ̟ᵝ ɡ e̞ t͡s ɨᵝ,0
{jpn}うこん,ɯ̟ᵝ k õ̞ ɴ,0
{jpn}うこんいろ,ɯ̟ᵝ k õ̞ ɰ̃ i ɾ o̞,0
{jpn}うごく,ɯ̟ᵝ ɡ o̞ k ɯ̟ᵝ,0
{jpn}うさ,ɯ̟ᵝ s a̠,0
{jpn}うさぎ,ɯ̟ᵝ s a̠ ɡʲ i,0
{jpn}うしつ,ɯ̟ᵝ ɕ i t͡s ɨᵝ,0
{jpn}うしみつどき,ɯ̟ᵝ ɕ i mʲ i t͡s ɨᵝ d o̞ kʲ i,0
{jpn}うしろあるき,ɯ̟ᵝ ɕ i ɾ o̞ a̠ ɾ ɯ̟ᵝ kʲ i,0
{jpn}うしろすがた,ɯ̟ᵝ ɕ i ɾ o̞ s ɨᵝ ɡ a̠ t a̠,0
{jpn}うしんしつ,ɯ̟ᵝ ɕ ĩ ɰ̃ ɕ i t͡s ɨᵝ,0
{jpn}うじ,ɯ̟ᵝ ʑ i,0
{jpn}うす,ɯ̟ᵝ s ɨᵝ,0
{jpn}うすい,ɯ̟ᵝ s ɨᵝ i,0
{jpn}うすきみわるい,ɯ̟ᵝ s ɨᵝ kʲ i mʲ i ɰᵝ a̠ ɾ ɯ̟ᵝ i,0
{jpn}うすぐらい,ɯ̟ᵝ s ɨᵝ ɡ ɯ̟ᵝ ɾ a̠ i,0
{jpn}うすばかげろう,ɯ̟ᵝ s ɨᵝ b a̠ k a̠ ɡ e̞ ɾ o̞ː,0
{jpn}うすめ,ɯ̟ᵝ s ɨᵝ m e̞,0
{jpn}うすわらい,ɯ̟ᵝ s ɨᵝ ɰᵝ a̠ ɾ a̠ i,0
{jpn}うずく,ɯ̟ᵝ z ɨᵝ k ɯ̟ᵝ,0
{jpn}うずまき,ɯ̟ᵝ z ɨᵝ m a̠ kʲ i,0
{jpn}うずら,ɯ̟ᵝ z ɨᵝ ɾ a̠,0
{jpn}うせる,ɯ̟ᵝ s e̞ ɾ ɯ̟ᵝ,0
{jpn}うそ,ɯ̟ᵝ s o̞,0
{jpn}うそはっけんき,ɯ̟ᵝ s o̞ h a̠ k̚ k ẽ̞ ŋʲ kʲ i,0
{jpn}うそひめ,ɯ̟ᵝ s o̞ ç i m e̞,0
{jpn}うそをつく,ɯ̟ᵝ s o̞ o̞ t͡s ɨᵝ k ɯ̟ᵝ,0
{jpn}うた,ɯ̟ᵝ t a̠,0
{jpn}うたいて,ɯ̟ᵝ t a̠ i t e̞,0
{jpn}うたう,ɯ̟ᵝ t a̠ ɯ̟ᵝ,0
{jpn}うたがわしい,ɯ̟ᵝ t a̠ ɡ a̠ ɰᵝ a̠ ɕ iː,0
{jpn}うたごえ,ɯ̟ᵝ t a̠ ɡ o̞ e̞,0
{jpn}うたたね,ɯ̟ᵝ t a̠ t a̠ n e̞,0
{jpn}うたってみた,ɯ̟ᵝ t a̠ t̚ t e̞ mʲ i t a̠,0
{jpn}うたつぐみ,ɯ̟ᵝ t a̠ t͡s ɨᵝ ɡ ɯ̟ᵝ mʲ i,0
{jpn}うたひめ,ɯ̟ᵝ t a̠ ç i m e̞,0
{jpn}うたわり,ɯ̟ᵝ t a̠ ɰᵝ a̠ ɾʲ i,0
{jpn}うだいじん,ɯ̟ᵝ d a̠ i ʑ ĩ ɴ,0
{jpn}うち,ɯ̟ᵝ t͡ɕ i,0
{jpn}うちおとす,ɯ̟ᵝ t͡ɕ i o̞ t o̞ s ɨᵝ,0
{jpn}うちがけ,ɯ̟ᵝ t͡ɕ i ɡ a̠ k e̞,0
{jpn}うちがわ,ɯ̟ᵝ t͡ɕ i ɡ a̠ ɰᵝ a̠,0
{jpn}うちくだく,ɯ̟ᵝ t͡ɕ i k ɯ̟ᵝ d a̠ k ɯ̟ᵝ,0
{jpn}うちけす,ɯ̟ᵝ t͡ɕ i k e̞ s ɨᵝ,0
{jpn}うちこみ,ɯ̟ᵝ t͡ɕ i k o̞ mʲ i,0
{jpn}うちとみ,ɯ̟ᵝ t͡ɕ i t o̞ mʲ i,0
{jpn}うちのめす,ɯ̟ᵝ t͡ɕ i n o̞ m e̞ s ɨᵝ,0
{jpn}うちべんけい,ɯ̟ᵝ t͡ɕ i b ẽ̞ ŋ k e̞ː,0
{jpn}うちほろぼす,ɯ̟ᵝ t͡ɕ i h o̞ ɾ o̞ b o̞ s ɨᵝ,0
{jpn}うちもも,ɯ̟ᵝ t͡ɕ i m o̞ m o̞,0
{jpn}うちゅうじん,ɯ̟ᵝ t͡ɕ ɨᵝː ʑ ĩ ɴ,0
{jpn}うちゅうたんさき,ɯ̟ᵝ t͡ɕ ɨᵝː t ã̠ ɰ̃ s a̠ kʲ i,0
{jpn}うちゅうひこうし,ɯ̟ᵝ t͡ɕ ɨᵝː ç i̥ k o̞ː ɕ i,0
{jpn}うちわ,ɯ̟ᵝ t͡ɕ i ɰᵝ a̠,0
{jpn}うちわげんか,ɯ̟ᵝ t͡ɕ i ɰᵝ a̠ ɡ ẽ̞ ŋ k a̠,0
{jpn}うっとうしい,ɯ̟ᵝ t̚ t o̞ː ɕ i i,0
{jpn}うっとり,ɯ̟ᵝ t̚ t o̞ ɾʲ i,0
{jpn}うつそみ,ɯ̟ᵝ t͡s ɨᵝ s o̞ mʲ i,0
{jpn}うつのみや,ɯ̟ᵝ t͡s ɨᵝ n o̞ mʲ i j a̠,0
{jpn}うつむく,ɯ̟ᵝ t͡s ɨᵝ m ɯ̟ᵝ k ɯ̟ᵝ,0
{jpn}うつる,ɯ̟ᵝ t͡s ɨᵝ ɾ ɯ̟ᵝ,0
{jpn}うつろ,ɯ̟ᵝ t͡s ɨᵝ ɾ o̞,0
{jpn}うづき,ɯ̟ᵝ z ɨᵝ kʲ i,0
{jpn}うてき,ɯ̟ᵝ t e̞ kʲ i,0
{jpn}うで,ɯ̟ᵝ d e̞,0
{jpn}うでじまん,ɯ̟ᵝ d e̞ ʑ i m ã̠ ɴ,0
{jpn}うでずもう,ɯ̟ᵝ d e̞ z ɨᵝ m o̞ː,0
{jpn}うでまえ,ɯ̟ᵝ d e̞ m a̠ e̞,0
{jpn}うでわ,ɯ̟ᵝ d e̞ ɰᵝ a̠,0
{jpn}うとい,ɯ̟ᵝ t o̞ i,0
{jpn}うど,ɯ̟ᵝ d o̞,0
{jpn}うながす,ɯ̟ᵝ n a̠ ɡ a̠ s ɨᵝ,0
{jpn}うなじ,ɯ̟ᵝ n a̠ ʑ i,0
{jpn}うなばら,ɯ̟ᵝ n a̠ b a̠ ɾ a̠,0
{jpn}うに,ɯ̟ᵝ ɲ̟ i,0
{jpn}うぬぼれる,ɯ̟ᵝ n ɯ̟ᵝ b o̞ ɾ e̞ ɾ ɯ̟ᵝ,0
{jpn}うば,ɯ̟ᵝ b a̠,0
{jpn}うぶごえ,ɯ̟ᵝ b ɯ̟ᵝ ɡ o̞ e̞,0
{jpn}うぷる,ɯ̟ᵝ p ɯ̟ᵝ ɾ ɯ̟ᵝ,0
{jpn}うまい,ɯ̟ᵝ m a̠ i,0
{jpn}うまぬし,ɯ̟ᵝ m a̠ n ɯ̟ᵝ ɕ i,0
{jpn}うまのほね,ɯ̟ᵝ m a̠ n o̞ h o̞ n e̞,0
{jpn}うまみ,ɯ̟ᵝ m a̠ mʲ i,0
{jpn}うまる,ɯ̟ᵝ m a̠ ɾ ɯ̟ᵝ,0
{jpn}うまれつき,ɯ̟ᵝ m a̠ ɾ e̞ t͡s ɨᵝ kʲ i,0
{jpn}うみ,ɯ̟ᵝ mʲ i,0
{jpn}うみうま,ɯ̟ᵝ mʲ i ɯ̟ᵝ m a̠,0
{jpn}うみせんやません,ɯ̟ᵝ mʲ i s ẽ̞ ɰ̃ j a̠ m a̠ s ẽ̞ ɴ,0
{jpn}うみとかげ,ɯ̟ᵝ mʲ i t o̞ k a̠ ɡ e̞,0
{jpn}うみへびざ,ɯ̟ᵝ mʲ i h e̞ bʲ i z a̠,0
{jpn}うめ,ɯ̟ᵝ m e̞,0
{jpn}うめき,ɯ̟ᵝ m e̞ kʲ i,0
{jpn}うめく,ɯ̟ᵝ m e̞ k ɯ̟ᵝ,0
{jpn}うめる,ɯ̟ᵝ m e̞ ɾ ɯ̟ᵝ,0
{jpn}うら,ɯ̟ᵝ ɾ a̠,0
{jpn}うらがえし,ɯ̟ᵝ ɾ a̠ ɡ a̠ e̞ ɕ i,0
{jpn}うらぎり,ɯ̟ᵝ ɾ a̠ ɡʲ i ɾʲ i,0
{jpn}うらぎりもの,ɯ̟ᵝ ɾ a̠ ɡʲ i ɾʲ i m o̞ n o̞,0
{jpn}うらない,ɯ̟ᵝ ɾ a̠ n a̠ i,0
{jpn}うらばなし,ɯ̟ᵝ ɾ a̠ b a̠ n a̠ ɕ i,0
{jpn}うらびょうし,ɯ̟ᵝ ɾ a̠ bʲ o̞ː ɕ i,0
{jpn}うらみ,ɯ̟ᵝ ɾ a̠ mʲ i,0
{jpn}うらみぶし,ɯ̟ᵝ ɾ a̠ mʲ i b ɯ̟ᵝ ɕ i,0
{jpn}うらむき,ɯ̟ᵝ ɾ a̠ m ɯ̟ᵝ kʲ i,0
{jpn}うらやましい,ɯ̟ᵝ ɾ a̠ j a̠ m a̠ ɕ i i,0
{jpn}うらやみ,ɯ̟ᵝ ɾ a̠ j a̠ mʲ i,0
{jpn}うらやむ,ɯ̟ᵝ ɾ a̠ j a̠ m ɯ̟ᵝ,0
{jpn}うり,ɯ̟ᵝ ɾʲ i,0
{jpn}うりきれる,ɯ̟ᵝ ɾʲ i kʲ i ɾ e̞ ɾ ɯ̟ᵝ,0
{jpn}うりこ,ɯ̟ᵝ ɾʲ i k o̞,0
{jpn}うりて,ɯ̟ᵝ ɾʲ i t e̞,0
{jpn}うりにつめありつめにつめなし,ɯ̟ᵝ ɾʲ i ɲ̟ i t͡s ɨᵝ m e̞ a̠ ɾʲ i t͡s ɨᵝ m e̞ ɲ̟ i t͡s ɨᵝ m e̞ n a̠ ɕ i,0
{jpn}うりはらう,ɯ̟ᵝ ɾʲ i h a̠ ɾ a̠ ɯ̟ᵝ,0
{jpn}うる,ɯ̟ᵝ ɾ ɯ̟ᵝ,0
